"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
0603122;"Wierzbica (2)";4070,99;4782,04;5006,99;5997,84;
0603132;"Wojsławice (2)";3437,66;3767,54;4765,21;6131,49;
0603142;"Żmudź (2)";3808,44;4391,79;4586,66;5326,27;
0603153;"Rejowiec (3)";;3716,17;3911,46;4814,34;
0604011;"Hrubieszów (1)";3393,53;3516,88;3805,09;4482,25;
0604022;"Dołhobyczów (2)";3424,74;3567,73;4492,09;4178,21;
0604032;"Horodło (2)";3756,98;3937,00;4342,67;4903,78;
0604042;"Hrubieszów (2)";3549,07;3911,43;3988,59;4474,46;
0604052;"Mircze (2)";3750,43;3441,14;3835,64;4089,10;
0604062;"Trzeszczany (2)";3138,87;3418,68;3844,07;4207,47;
0604072;"Uchanie (2)";3170,43;3358,25;3448,42;4036,76;
0604082;"Werbkowice (2)";3231,36;3625,35;4166,08;4362,20;
0605012;"Batorz (2)";3839,62;4096,93;4661,53;4762,27;
0605022;"Chrzanów (2)";3625,64;4160,48;4358,05;4356,87;
0605032;"Dzwola (2)";3545,76;3917,35;4624,03;4458,62;
0605042;"Godziszów (2)";3535,40;3878,29;4928,72;4529,37;
0605053;"Janów Lubelski (3)";3396,67;3978,14;4020,63;4363,85;
0605063;"Modliborzyce (3)";3376,22;3651,56;5294,02;5021,79;
0605072;"Potok Wielki (2)";3562,15;4270,25;5046,93;4978,20;
0606011;"Krasnystaw (1)";3248,27;3478,55;3542,03;4300,08;
0606022;"Fajsławice (2)";3585,92;3921,00;4760,09;4957,43;
0606032;"Gorzków (2)";3065,19;3349,77;3995,73;3997,88;
0606042;"Izbica (2)";3768,44;3869,63;4106,72;4592,32;
0606052;"Krasnystaw (2)";3353,40;3674,56;3951,53;4866,78;
0606062;"Kraśniczyn (2)";3053,09;3522,14;3644,12;4155,78;
0606072;"Łopiennik Górny (2)";3742,27;3838,79;3984,00;5862,21;
0606092;"Rudnik (2)";3526,25;4216,31;4041,43;4827,97;
0606102;"Siennica Różana (2)";3037,93;3445,84;3757,49;4687,95;
0606112;"Żółkiewka (2)";2974,80;3242,95;4042,30;4675,18;
0607011;"Kraśnik (1)";3372,65;3485,83;3789,33;4065,34;
0607023;"Annopol (3)";4182,55;4166,90;4388,21;4828,20;
0607032;"Dzierzkowice (2)";3233,94;3780,85;5095,09;5180,70;
0607042;"Gościeradów (2)";3620,06;3959,04;4967,74;5348,55;
0607052;"Kraśnik (2)";3221,35;3575,74;4130,29;4283,15;
0607062;"Szastarka (2)";3630,02;4211,94;4229,11;4496,87;
0607072;"Trzydnik Duży (2)";3294,45;3716,86;3925,71;4936,98;
0607083;"Urzędów (3)";3481,40;3786,08;4444,04;4383,40;
0607092;"Wilkołaz (2)";3860,26;3878,72;4971,34;6123,47;
0607102;"Zakrzówek (2)";3432,54;3604,31;4123,33;4924,41;
0608011;"Lubartów (1)";3483,01;3806,21;4008,78;4872,93;
0608022;"Abramów (2)";3730,02;4195,82;4523,28;4244,92;
0608032;"Firlej (2)";3856,29;4803,36;5308,71;5003,45;
0608042;"Jeziorzany (2)";4514,44;4153,57;5694,35;5210,54;
0608052;"Kamionka (2)";3621,04;3975,79;4547,09;5564,51;
0608063;"Kock (3)";4114,96;4569,01;5136,85;5163,74;
0608072;"Lubartów (2)";3581,77;4381,77;4868,05;5304,35;
0608082;"Michów (2)";4092,89;4603,95;4314,44;4725,03;
0608092;"Niedźwiada (2)";3553,28;4070,69;4559,59;4663,27;
0608103;"Ostrów Lubelski (3)";3602,62;3776,31;4615,54;5394,11;
0608112;"Ostrówek (2)";3893,38;4468,38;4935,38;5023,09;
0608122;"Serniki (2)";3487,90;4181,07;4227,18;4498,39;
0608132;"Uścimów (2)";3254,12;3907,60;4529,88;6400,54;
0609013;"Bełżyce (3)";3374,92;3486,22;3763,20;4135,35;
0609022;"Borzechów (2)";3305,41;4523,56;4343,01;4470,25;
0609033;"Bychawa (3)";3332,74;3798,23;4491,08;4395,11;
0609042;"Garbów (2)";3569,47;4064,38;4572,51;5273,98;
0609052;"Głusk (2)";3698,93;4736,92;6383,12;6413,28;
0609062;"Jabłonna (2)";3358,36;3908,46;4502,38;5161,80;
0609072;"Jastków (2)";3466,43;3773,26;4852,23;5652,89;
0609082;"Konopnica (2)";3545,32;3673,59;4201,97;4965,87;
0609092;"Krzczonów (2)";3456,76;3928,68;4668,51;5570,82;
0609102;"Niedrzwica Duża (2)";3483,68;4146,33;5057,44;5133,33;
0609112;"Niemce (2)";3430,41;3816,79;4712,54;4810,83;
0609122;"Strzyżewice (2)";3350,39;3678,73;4772,99;4736,87;
0609132;"Wojciechów (2)";3727,69;4046,96;4357,21;5403,19;
0609142;"Wólka (2)";3462,60;3911,51;3985,95;5204,91;
0609152;"Wysokie (2)";3370,23;3833,32;5183,59;4646,54;
0609162;"Zakrzew (2)";3775,17;3813,41;4522,25;4132,32;
0610012;"Cyców (2)";4436,13;4575,59;5381,82;7694,01;
0610022;"Ludwin (2)";4062,61;4485,89;4568,18;5480,60;
0610033;"Łęczna (3)";3162,57;3463,59;3592,73;4379,04;
0610042;"Milejów (2)";3440,15;3856,04;4882,19;5239,83;
0610052;"Puchaczów (2)";6980,41;7238,33;7433,16;9248,21;
0610062;"Spiczyn (2)";3529,14;3888,69;4446,37;5013,36;
0611011;"Łuków (1)";3436,80;3761,65;4164,67;4340,77;
0611021;"Stoczek Łukowski (1)";4103,39;4131,44;4262,49;5405,00;
0611032;"Adamów (2)";4004,74;4601,02;4925,38;5501,54;
0611042;"Krzywda (2)";4183,12;4654,55;4968,64;5437,23;
0611052;"Łuków (2)";3858,19;4348,69;4808,25;5454,16;
0611062;"Serokomla (2)";3889,92;4416,22;4626,07;5423,15;
0611072;"Stanin (2)";4487,19;4641,37;5195,78;5415,36;
0611082;"Stoczek Łukowski (2)";3954,05;4274,58;4803,42;5339,24;
0611092;"Trzebieszów (2)";3792,20;4236,03;5076,88;5247,29;
0611102;"Wojcieszków (2)";3861,36;4297,83;4467,86;4935,28;
0611112;"Wola Mysłowska (2)";3442,70;3997,13;4249,16;4479,22;
0612012;"Chodel (2)";3848,30;4230,82;4497,89;5202,94;
0612023;"Józefów nad Wisłą (3)";;;4573,34;4664,29;
0612032;"Karczmiska (2)";3646,22;3890,79;4098,91;4951,44;
0612042;"Łaziska (2)";3576,62;3862,98;3913,54;5241,39;
0612053;"Opole Lubelskie (3)";3637,16;4175,70;4424,05;5054,71;
0612063;"Poniatowa (3)";3100,00;3616,67;3822,21;4810,63;
0612072;"Wilków (2)";3851,83;4117,16;4293,49;4746,59;
0613012;"Dębowa Kłoda (2)";4050,35;4322,06;5556,60;5188,03;
0613022;"Jabłoń (2)";3640,60;3896,45;5647,18;6179,49;
0613032;"Milanów (2)";4012,77;6008,21;5721,59;5120,24;
0613043;"Parczew (3)";3528,19;4060,45;4293,34;4711,34;
0613052;"Podedwórze (2)";3412,95;3881,85;4620,42;4438,84;
0613062;"Siemień (2)";3688,39;3703,08;3938,88;4616,63;
0613072;"Sosnowica (2)";3727,84;4253,11;5071,82;5578,65;
0614011;"Puławy (1)";4665,42;4638,90;5337,31;5863,57;
0614022;"Baranów (2)";3610,65;4138,59;4486,60;4774,67;
0614032;"Janowiec (2)";4605,12;3845,60;3933,59;4936,00;
0614043;"Kazimierz Dolny (3)";5476,03;4355,57;4201,28;4615,60;
0614052;"Końskowola (2)";3425,29;4045,18;4360,27;5497,34;
0614062;"Kurów (2)";3431,78;3786,97;4727,48;4735,30;
0614072;"Markuszów (2)";3864,40;4325,92;4731,02;5994,05;
0614083;"Nałęczów (3)";4660,40;4363,35;4526,08;5127,68;
0614092;"Puławy (2)";3570,92;3765,81;4013,69;4661,98;
0614102;"Wąwolnica (2)";3533,58;4059,63;4379,43;5017,56;
0614112;"Żyrzyn (2)";4337,77;4108,36;4787,19;6002,42;
0615011;"Radzyń Podlaski (1)";3516,32;3983,51;4385,58;4563,87;
0615022;"Borki (2)";3872,13;4205,06;5301,01;5240,02;
0615032;"Czemierniki (2)";3820,86;4513,03;4509,73;4819,18;
0615042;"Kąkolewnica (2)";3858,10;4099,69;4406,14;5297,55;
0615052;"Komarówka Podlaska (2)";3768,95;4634,28;5135,91;5132,69;
0615062;"Radzyń Podlaski (2)";3818,43;4642,59;4701,58;5042,38;
0615072;"Ulan-Majorat (2)";3937,24;4380,16;5302,49;4875,05;
0615082;"Wohyń (2)";3795,43;4036,17;4985,43;4923,54;
0616011;"Dęblin (1)";3337,05;3719,89;3827,21;4547,64;
0616022;"Kłoczew (2)";3907,00;4313,88;4765,35;5398,07;
0616032;"Nowodwór (2)";4018,47;4491,74;5436,66;5474,34;
0616043;"Ryki (3)";3480,78;3909,81;4349,66;4544,82;
0616052;"Stężyca (2)";3826,88;3771,38;4776,85;4743,40;
0616062;"Ułęż (2)";3669,01;4447,18;4584,62;4750,98;
0617011;"Świdnik (1)";3412,78;3413,09;3763,37;5298,25;
0617022;"Mełgiew (2)";3894,01;3640,36;4054,78;4898,77;
0617033;"Piaski (3)";3766,97;4249,36;4981,60;5134,71;
0617042;"Rybczewice (2)";4195,39;3850,02;5115,85;5213,45;
0617052;"Trawniki (2)";3366,32;3578,64;3924,19;4090,31;
0618011;"Tomaszów Lubelski (1)";3708,09;3803,66;4227,04;5207,88;
0618022;"Bełżec (2)";3457,17;3927,80;4099,86;5448,89;
0618032;"Jarczów (2)";3723,24;4178,58;3944,47;4344,91;
0618042;"Krynice (2)";3500,28;3955,49;4082,91;5056,07;
0618053;"Lubycza Królewska (3)";3437,33;3897,54;4391,23;4427,50;
0618063;"Łaszczów (3)";3612,29;3582,34;4271,88;4387,11;
0618072;"Rachanie (2)";3281,31;3709,51;3988,06;4404,14;
0618082;"Susiec (2)";3721,46;4198,21;4611,05;4916,91;
0618092;"Tarnawatka (2)";4153,78;5434,44;4878,21;4769,79;
0618102;"Telatyn (2)";3268,99;3588,48;4071,21;4679,22;
0618112;"Tomaszów Lubelski (2)";3536,66;3919,17;4266,62;4698,41;
0618123;"Tyszowce (3)";3916,89;4077,04;4600,02;4725,87;
0618132;"Ulhówek (2)";3607,91;3998,71;4054,26;4258,42;
0619011;"Włodawa (1)";3397,33;3730,06;4028,90;4695,70;
0619022;"Hanna (2)";3668,07;4092,18;6077,01;6294,14;
0619032;"Hańsk (2)";4117,82;4374,92;4909,17;4807,89;
0619042;"Stary Brus (2)";4150,47;4491,30;4495,95;4993,23;
0619052;"Urszulin (2)";4204,89;4556,84;5473,05;6252,71;
0619062;"Włodawa (2)";3677,72;3989,86;4596,55;4805,88;
0619072;"Wola Uhruska (2)";4218,44;4254,36;4562,15;5352,51;
0619082;"Wyryki (2)";4056,90;4368,45;4840,86;5211,65;
0620012;"Adamów (2)";3846,95;3936,38;4998,31;4467,99;
0620022;"Grabowiec (2)";3440,80;3795,07;4266,67;4298,20;
0620032;"Komarów-Osada (2)";3233,92;3697,65;4119,37;4376,32;
0620043;"Krasnobród (3)";3691,44;3725,47;4104,71;4987,78;
0620052;"Łabunie (2)";3481,46;3736,92;4741,82;4155,51;
0620062;"Miączyn (2)";3253,42;3665,47;3996,52;4629,68;
0620072;"Nielisz (2)";3276,21;3993,86;4501,53;4545,33;
0620082;"Radecznica (2)";3239,63;3693,49;3799,33;5126,62;
0620092;"Sitno (2)";3468,45;3824,00;4088,57;5076,02;
0620102;"Skierbieszów (2)";3325,24;3596,34;4238,68;5237,85;
0620112;"Stary Zamość (2)";3429,94;3851,28;4209,31;4958,58;
0620122;"Sułów (2)";3489,38;3619,65;4751,68;4607,35;
0620133;"Szczebrzeszyn (3)";3017,82;3444,03;3568,30;4771,88;
0620142;"Zamość (2)";3174,48;3645,31;4206,40;4391,50;
0620153;"Zwierzyniec (3)";3737,98;3606,45;4001,68;4473,72;
0661011;"Biała Podlaska (1)";4723,75;5160,33;5601,72;6553,47;
0662011;"Chełm (1)";4719,99;4912,88;5426,78;6190,34;
0663011;"Lublin (1)";5379,77;6013,94;6597,51;6941,85;
0664011;"Zamość (1)";5648,15;5919,18;6251,62;7538,20;
0801011;"Kostrzyn nad Odrą (1)";4609,77;4924,59;5482,21;5944,01;
0801022;"Bogdaniec (2)";3499,52;4374,05;4392,74;5213,82;
0801032;"Deszczno (2)";3815,06;4408,28;4765,21;4770,58;
0801042;"Kłodawa (2)";4186,74;4528,36;5096,13;5746,81;
0801052;"Lubiszyn (2)";3751,14;4803,76;4875,21;5383,76;
0801062;"Santok (2)";3728,10;4234,27;4427,10;5321,97;
0801073;"Witnica (3)";4323,22;4441,31;4729,02;5006,51;
0802011;"Gubin (1)";3683,44;3876,09;4223,09;4784,18;
0802022;"Bobrowice (2)";5041,24;5576,29;5655,87;5855,84;
0802032;"Bytnica (2)";3790,64;4166,84;4239,80;4890,85;
0802042;"Dąbie (2)";3587,03;3919,19;4364,63;5176,31;
0802052;"Gubin (2)";3398,00;3769,02;4369,47;4760,61;
0802063;"Krosno Odrzańskie (3)";3605,51;3871,25;4208,34;4882,33;
0802072;"Maszewo (2)";3725,81;4407,03;5245,19;5244,60;
0803012;"Bledzew (2)";3997,10;4210,05;4230,88;4960,30;
0803023;"Międzyrzecz (3)";3612,19;4148,14;4286,24;4927,05;
0803032;"Przytoczna (2)";4989,13;4843,92;5130,61;6811,80;
0803042;"Pszczew (2)";5251,41;5331,85;6122,18;5831,32;
0803053;"Skwierzyna (3)";4251,41;4717,38;5021,48;5712,04;
0803063;"Trzciel (3)";3676,82;4010,83;4717,35;4852,44;
0804011;"Nowa Sól (1)";3630,97;4281,35;4638,76;5165,41;
0804023;"Bytom Odrzański (3)";3635,36;4266,68;4976,18;6052,62;
0804032;"Kolsko (2)";4092,35;4676,23;4779,21;5378,71;
0804043;"Kożuchów (3)";3421,92;3871,43;3962,61;4527,70;
0804052;"Nowa Sól (2)";3752,95;4042,73;4436,03;5438,74;
0804063;"Nowe Miasteczko (3)";4053,45;4156,91;4475,86;5462,51;
0804073;"Otyń (3)";;;4755,51;5415,32;
0804082;"Siedlisko (2)";3977,84;4335,42;4807,48;5129,28;
0805013;"Cybinka (3)";3676,08;4148,96;4347,88;5290,07;
0805022;"Górzyca (2)";4572,30;5102,35;5498,36;5714,91;
0805033;"Ośno Lubuskie (3)";4733,84;5036,52;5144,19;6350,23;
0805043;"Rzepin (3)";4163,52;5073,52;4809,47;4994,77;
0805053;"Słubice (3)";4017,00;4481,05;4829,00;5351,02;
0806013;"Dobiegniew (3)";4273,70;4867,97;4930,52;5936,34;
0806023;"Drezdenko (3)";4357,19;4920,42;4995,35;5727,52;
0806032;"Stare Kurowo (2)";4342,23;4320,18;4952,96;5066,06;
0806043;"Strzelce Krajeńskie (3)";3684,60;3942,26;4160,02;4751,16;
0806052;"Zwierzyn (2)";4181,29;4510,36;4640,96;5285,99;
0807012;"Krzeszyce (2)";4002,86;4289,17;4696,61;5641,79;
0807023;"Lubniewice (3)";4045,51;4431,82;5303,26;5656,99;
0807032;"Słońsk (2)";3939,53;4259,08;4945,03;5969,32;
0807043;"Sulęcin (3)";3947,91;4493,25;4805,67;5701,10;
0807053;"Torzym (3)";4159,93;4229,15;4435,40;4869,15;
0808012;"Lubrza (2)";4021,16;4362,84;5121,06;5138,53;
0808022;"Łagów (2)";3984,97;4043,98;4843,34;4967,02;
0808032;"Skąpe (2)";4069,01;4506,17;5326,06;5178,41;
0808042;"Szczaniec (2)";3897,48;4636,42;4655,39;6220,80;
0808053;"Świebodzin (3)";3554,59;4025,70;4190,55;4544,28;
0808063;"Zbąszynek (3)";4778,24;5332,76;5394,69;6498,30;
0809013;"Babimost (3)";4526,04;4893,93;4991,05;5542,04;
0809022;"Bojadła (2)";3793,76;4112,63;4176,91;4956,22;
0809033;"Czerwieńsk (3)";4040,91;4857,72;4916,26;5322,99;
0809043;"Kargowa (3)";4174,88;4300,75;4694,00;5033,50;
0809053;"Nowogród Bobrzański (3)";3529,01;4058,54;4098,99;4622,49;
0809063;"Sulechów (3)";3463,44;4117,20;4547,40;4925,82;
0809072;"Świdnica (2)";4325,46;4752,89;5169,80;5926,48;
0809082;"Trzebiechów (2)";3760,73;4231,18;5228,71;5839,47;
0809092;"Zabór (2)";3707,78;4444,45;5056,87;5692,05;
0810011;"Gozdnica (1)";3849,50;4320,17;6247,62;4940,75;
0810021;"Żagań (1)";3407,71;3753,72;3895,46;4810,71;
0810032;"Brzeźnica (2)";3959,80;4217,82;4715,95;4984,21;
0810043;"Iłowa (3)";3895,51;4007,13;5989,54;5968,37;
0810053;"Małomice (3)";3692,50;4244,04;4176,26;4864,37;
0810062;"Niegosławice (2)";3790,43;5230,35;5376,05;4820,49;
0810073;"Szprotawa (3)";3987,02;4187,61;4461,36;4641,40;
0810082;"Wymiarki (2)";3512,81;3715,35;4189,53;5549,26;
0810092;"Żagań (2)";3719,66;3885,51;3955,15;4756,83;
0811011;"Łęknica (1)";5336,73;5656,73;7378,95;7773,32;
0811021;"Żary (1)";3887,73;4286,84;4406,24;4932,82;
0811032;"Brody (2)";4085,41;4296,88;5417,35;5192,17;
0811043;"Jasień (3)";3650,38;3925,13;4202,91;4717,12;
0811052;"Lipinki Łużyckie (2)";3815,81;4336,15;4262,77;4826,02;
0811063;"Lubsko (3)";3906,11;4107,25;4185,67;4761,44;
0811072;"Przewóz (2)";3765,88;3949,43;4182,04;4659,86;
0811082;"Trzebiel (2)";3430,45;3688,79;4152,80;5130,66;
0811092;"Tuplice (2)";3797,62;4470,73;4519,68;6198,28;
0811102;"Żary (2)";3804,03;4255,46;4201,68;4862,80;
0812013;"Sława (3)";4286,48;4644,11;4953,47;5307,94;
0812023;"Szlichtyngowa (3)";3804,20;4293,57;4207,99;4460,30;
0812033;"Wschowa (3)";3390,99;3745,16;4147,59;4315,10;
0861011;"Gorzów Wielkopolski (1)";5090,60;5241,62;6090,33;6567,33;
0862011;"Zielona Góra (1)";5187,15;6158,55;6590,41;7644,04;
1001011;"Bełchatów (1)";3643,65;3966,01;4277,05;4775,44;
1001022;"Bełchatów (2)";4070,44;4409,42;4610,36;5314,11;
1001032;"Drużbice (2)";3600,14;3874,79;4257,59;4922,71;
1001042;"Kleszczów (2)";47709,22;47245,08;43999,48;45831,99;
1001052;"Kluki (2)";3833,97;3993,98;4117,37;4771,37;
1001062;"Rusiec (2)";3881,58;4799,65;4570,13;4732,47;
1001072;"Szczerców (2)";6638,64;7931,94;8564,67;9087,00;
1001083;"Zelów (3)";3611,07;3915,06;3912,68;4765,28;
1002011;"Kutno (1)";3895,52;4070,73;4374,17;4839,34;
1002022;"Bedlno (2)";3358,60;3542,35;4153,92;4338,66;
1002032;"Dąbrowice (2)";4903,22;5997,49;4794,05;5320,95;
1002043;"Krośniewice (3)";4002,96;4292,51;4566,77;5063,15;
1002052;"Krzyżanów (2)";4399,11;4164,98;4258,84;5372,23;
1002062;"Kutno (2)";3378,62;3648,44;3995,78;4604,48;
1002072;"Łanięta (2)";4097,35;4025,97;3888,14;4715,15;
1002082;"Nowe Ostrowy (2)";4255,70;4667,52;4904,22;4912,02;
1002092;"Oporów (2)";3442,62;3707,15;3987,49;5172,16;
1002102;"Strzelce (2)";3666,41;3870,17;3901,68;4653,59;
1002113;"Żychlin (3)";3337,01;3601,25;3664,08;4042,51;
1003012;"Buczek (2)";4641,23;4253,18;4783,48;5549,31;
1003023;"Łask (3)";3337,62;3422,80;3908,45;4446,84;
1003032;"Sędziejowice (2)";3733,33;3997,21;4406,87;4700,36;
1003042;"Widawa (2)";3847,15;4475,20;4591,38;5001,52;
1003052;"Wodzierady (2)";3710,07;4262,32;4668,26;5154,72;
1004011;"Łęczyca (1)";3827,70;3974,45;4640,95;4983,88;
1004022;"Daszyna (2)";4135,90;5769,14;9367,41;9420,65;
1004032;"Góra Świętej Małgorzaty (2)";3339,68;3898,79;4577,06;4777,12;
1004042;"Grabów (2)";3766,75;3979,20;3955,50;4513,72;
1004052;"Łęczyca (2)";3334,56;3744,43;3986,33;4942,65;
1004062;"Piątek (2)";3190,30;3648,65;3855,00;4860,74;
1004072;"Świnice Warckie (2)";3477,35;3681,26;4370,35;4755,10;
1004082;"Witonia (2)";3589,87;4424,33;4197,15;4618,32;
1005011;"Łowicz (1)";3762,12;4021,85;4431,83;4971,20;
1005022;"Bielawy (2)";3652,93;3844,09;4529,04;4740,95;
1005032;"Chąśno (2)";3440,16;3955,82;4113,28;5060,58;
1005042;"Domaniewice (2)";3371,08;3948,41;4216,62;4916,64;
1005052;"Kiernozia (2)";3630,19;3970,29;4175,15;5479,18;
1005062;"Kocierzew Południowy (2)";3327,60;3683,91;4080,77;4556,48;
1005072;"Łowicz (2)";3606,56;3763,71;4234,54;5437,63;
1005082;"Łyszkowice (2)";3292,50;4122,57;4192,09;4641,31;
1005092;"Nieborów (2)";3189,25;3571,32;3851,67;4793,61;
1005102;"Zduny (2)";3188,05;3484,47;3860,54;4580,29;
1006022;"Andrespol (2)";3485,72;3575,64;4072,84;5165,02;
1006032;"Brójce (2)";3893,98;3989,03;4760,64;5111,79;
1006073;"Koluszki (3)";3849,41;3803,13;4257,77;5284,04;
1006082;"Nowosolna (2)";4760,89;5769,45;6314,71;6451,56;
1006103;"Rzgów (3)";5051,18;5434,21;5954,70;7907,76;
1006113;"Tuszyn (3)";4014,93;4566,82;4734,98;5337,18;
1007012;"Białaczów (2)";3721,20;4523,38;4439,19;4765,46;
1007023;"Drzewica (3)";3791,89;3995,23;4495,57;4645,14;
1007032;"Mniszków (2)";3822,26;4285,82;4569,41;4787,71;
1007043;"Opoczno (3)";3696,25;3697,42;4016,16;4459,19;
1007052;"Paradyż (2)";4246,09;5263,79;5119,22;5962,74;
1007062;"Poświętne (2)";3927,61;4274,21;5087,81;5118,03;
1007072;"Sławno (2)";4111,33;5081,57;4826,05;5881,50;
1007082;"Żarnów (2)";3851,40;4179,26;5450,97;4867,49;
1008011;"Konstantynów Łódzki (1)";3576,93;3920,87;4325,91;4685,72;
1008021;"Pabianice (1)";3250,48;3457,99;3789,16;4595,66;
1008032;"Dłutów (2)";3740,51;4507,23;4405,12;5289,70;
1008042;"Dobroń (2)";3635,43;3988,73;5018,74;4980,89;
1008052;"Ksawerów (2)";4437,53;4925,81;5221,69;6117,20;
1008062;"Lutomiersk (2)";3495,86;3740,19;4181,37;4846,10;
1008072;"Pabianice (2)";5178,86;5072,82;5990,00;6374,54;
1009013;"Działoszyn (3)";4011,40;4341,29;4820,03;4898,34;
1009022;"Kiełczygłów (2)";4019,41;3821,61;4162,71;4880,26;
1009032;"Nowa Brzeźnica (2)";3651,18;3827,84;3926,44;4879,70;
1009043;"Pajęczno (3)";3209,99;3466,99;3772,82;4510,10;
1009052;"Rząśnia (2)";11373,61;10898,42;13120,11;12717,94;
1009062;"Siemkowice (2)";4099,10;4495,81;4975,77;5309,80;
1009072;"Strzelce Wielkie (2)";3682,72;4058,10;4120,47;5000,54;
1009082;"Sulmierzyce (2)";6439,10;6913,86;8954,62;9510,12;
1010012;"Aleksandrów (2)";4025,77;4402,49;4820,82;5563,57;
1010022;"Czarnocin (2)";3881,66;4515,48;4866,30;5424,78;
1010032;"Gorzkowice (2)";3706,79;3961,84;4354,64;4750,50;
1010042;"Grabica (2)";4180,30;4743,81;4996,28;6031,11;
1010052;"Łęki Szlacheckie (2)";3926,35;4361,94;4743,40;4535,19;
1010062;"Moszczenica (2)";3932,26;3931,25;4208,26;4884,59;
1010072;"Ręczno (2)";3726,22;4200,96;5118,57;4652,76;
1010082;"Rozprza (2)";3530,98;3911,55;4162,55;4736,92;
1010093;"Sulejów (3)";3482,02;3942,14;4384,29;4867,67;
1010102;"Wola Krzysztoporska (2)";4189,44;4450,73;5248,53;5299,88;
1010113;"Wolbórz (3)";4182,67;4783,56;5570,41;6136,68;
1011012;"Dalików (2)";4154,94;5228,69;5540,25;6797,28;
1011022;"Pęczniew (2)";3953,30;4439,21;5624,29;5905,04;
1011033;"Poddębice (3)";3492,79;3841,06;4141,49;5535,84;
1011043;"Uniejów (3)";5723,44;5531,78;6621,74;9165,75;
1011052;"Wartkowice (2)";3893,31;4980,59;5030,15;5835,31;
1011062;"Zadzim (2)";3584,93;4365,49;4446,45;5361,98;
1012011;"Radomsko (1)";3573,92;4143,55;4061,51;4734,90;
1012022;"Dobryszyce (2)";3577,47;4052,01;4210,52;4730,02;
1012032;"Gidle (2)";3532,10;3769,93;3964,83;4883,39;
1012042;"Gomunice (2)";3748,03;3803,32;4271,97;4915,25;
1012053;"Kamieńsk (3)";5078,03;5761,79;5792,53;6949,97;
1012062;"Kobiele Wielkie (2)";3552,79;3922,00;4729,91;4473,73;
1012072;"Kodrąb (2)";3953,68;3954,94;4269,79;4745,93;
1012082;"Lgota Wielka (2)";3905,58;4275,87;4996,81;5621,63;
1012092;"Ładzice (2)";3632,03;4037,18;4378,20;5357,48;
1012102;"Masłowice (2)";3947,33;4404,93;4331,47;5062,27;
1012113;"Przedbórz (3)";4059,31;4421,22;4493,79;5128,34;
1012122;"Radomsko (2)";3936,69;4181,00;4290,82;4985,67;
1012132;"Wielgomłyny (2)";4066,91;3973,54;4158,77;4771,68;
1012142;"Żytno (2)";3807,81;4170,38;4460,98;4675,08;
1013011;"Rawa Mazowiecka (1)";3980,20;4224,86;4896,69;5404,30;
1013023;"Biała Rawska (3)";4023,87;4367,08;4548,55;5193,44;
1013032;"Cielądz (2)";3907,53;4396,58;4543,58;4952,24;
1013042;"Rawa Mazowiecka (2)";3488,06;3979,50;4339,59;5052,58;
1013052;"Regnów (2)";3990,91;4352,21;4244,65;4989,59;
1013062;"Sadkowice (2)";3864,59;4345,29;4444,37;4843,78;
1014011;"Sieradz (1)";3379,60;3644,49;4258,57;4368,08;
1014023;"Błaszki (3)";3691,39;3951,44;4179,35;4501,29;
1014032;"Brąszewice (2)";4490,54;4824,65;5079,12;5572,95;
1014042;"Brzeźnio (2)";3576,84;3843,71;4819,61;4789,32;
1014052;"Burzenin (2)";3852,94;4598,88;4505,02;5047,49;
1014062;"Goszczanów (2)";3831,18;4252,11;4432,80;5200,59;
1014072;"Klonowa (2)";4078,06;4471,97;4625,18;5108,39;
1014082;"Sieradz (2)";3551,53;3723,26;4014,58;4549,76;
1014093;"Warta (3)";3557,05;3972,27;4388,92;5569,27;
1014102;"Wróblew (2)";3935,95;5080,28;4476,09;4597,54;
1014113;"Złoczew (3)";4116,67;4391,95;4536,27;5158,80;
1015012;"Bolimów (2)";3672,65;3965,21;4467,73;4988,83;
1015022;"Głuchów (2)";4006,91;5337,78;4465,40;5400,27;
1015032;"Godzianów (2)";4208,32;4536,17;4899,68;5194,05;
1015042;"Kowiesy (2)";4423,05;4241,67;5055,81;5008,47;
1015052;"Lipce Reymontowskie (2)";3498,71;3755,54;5017,48;5216,85;
1015062;"Maków (2)";3659,88;3936,32;4840,41;5916,81;
1015072;"Nowy Kawęczyn (2)";3677,59;3891,57;4048,59;4863,99;
1015082;"Skierniewice (2)";3643,34;3760,46;4126,02;5299,72;
1015092;"Słupia (2)";3600,45;4044,06;5880,33;4831,95;
1016011;"Tomaszów Mazowiecki (1)";3852,29;4520,61;4515,80;4838,14;
1016022;"Będków (2)";3695,17;3924,64;4140,40;4565,51;
1016032;"Budziszewice (2)";4114,14;4436,72;6153,74;6046,50;
1016042;"Czerniewice (2)";3841,68;4613,69;4743,77;5717,31;
1016052;"Inowłódz (2)";4466,93;5198,72;5304,62;6249,96;
1016062;"Lubochnia (2)";4345,35;4838,28;5286,17;6252,63;
1016072;"Rokiciny (2)";3641,77;4012,17;4103,93;5222,87;
