"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;ogółem;2019;[zł]";
0605012;"Batorz (2)";3790,12;4344,01;4940,55;4426,83;
0605022;"Chrzanów (2)";3749,74;4182,67;4412,59;4524,90;
0605032;"Dzwola (2)";3420,50;3670,60;5417,13;4034,00;
0605042;"Godziszów (2)";3435,50;3936,21;4978,77;4400,11;
0605053;"Janów Lubelski (3)";3149,49;4080,61;4098,76;4398,55;
0605063;"Modliborzyce (3)";3278,33;3649,96;5708,78;4916,27;
0605072;"Potok Wielki (2)";3658,72;4796,80;4913,93;4509,40;
0606011;"Krasnystaw (1)";3242,34;3384,27;3633,42;4341,48;
0606022;"Fajsławice (2)";3650,05;3603,31;5772,78;5116,65;
0606032;"Gorzków (2)";3028,68;3474,58;3766,67;4074,16;
0606042;"Izbica (2)";3459,71;3853,93;4437,72;4804,74;
0606052;"Krasnystaw (2)";3250,74;3524,21;3715,06;5090,08;
0606062;"Kraśniczyn (2)";3327,78;3746,63;3377,98;4166,08;
0606072;"Łopiennik Górny (2)";3902,45;3734,01;4065,63;6908,78;
0606092;"Rudnik (2)";3430,34;4523,39;4610,43;4308,57;
0606102;"Siennica Różana (2)";2962,17;3751,67;4041,35;4740,99;
0606112;"Żółkiewka (2)";2858,36;3652,09;3620,89;4899,52;
0607011;"Kraśnik (1)";3168,51;3496,83;3896,62;3969,19;
0607023;"Annopol (3)";3851,32;4200,27;4450,84;4998,52;
0607032;"Dzierzkowice (2)";3081,11;3913,02;6039,67;4684,44;
0607042;"Gościeradów (2)";3391,17;4001,76;5222,75;5450,94;
0607052;"Kraśnik (2)";3138,51;3440,23;4335,24;4417,83;
0607062;"Szastarka (2)";3568,60;4195,35;4317,19;4217,72;
0607072;"Trzydnik Duży (2)";3252,34;3795,97;4264,56;4752,36;
0607083;"Urzędów (3)";3512,38;3867,83;4722,11;4361,02;
0607092;"Wilkołaz (2)";4083,82;4219,44;5303,30;6649,63;
0607102;"Zakrzówek (2)";3269,65;3547,16;4429,63;4754,67;
0608011;"Lubartów (1)";3581,34;3703,32;4243,15;4873,42;
0608022;"Abramów (2)";3477,58;4092,54;4572,93;4607,92;
0608032;"Firlej (2)";3840,89;4408,89;5427,35;4988,90;
0608042;"Jeziorzany (2)";4345,09;4049,75;5963,76;4889,90;
0608052;"Kamionka (2)";3398,25;3869,72;5235,00;5085,53;
0608063;"Kock (3)";3794,16;4854,39;5261,42;5626,92;
0608072;"Lubartów (2)";3768,02;4558,72;5647,26;5612,25;
0608082;"Michów (2)";3945,67;4265,34;4868,30;5062,97;
0608092;"Niedźwiada (2)";3481,79;4207,47;4533,97;4303,23;
0608103;"Ostrów Lubelski (3)";3727,76;3663,64;4915,56;5772,84;
0608112;"Ostrówek (2)";3861,00;4485,50;5038,41;4895,48;
0608122;"Serniki (2)";3323,35;3833,61;4694,04;4153,53;
0608132;"Uścimów (2)";3124,68;3782,21;4749,07;6712,91;
0609013;"Bełżyce (3)";3315,73;3607,01;3669,34;4159,93;
0609022;"Borzechów (2)";3179,71;4661,76;4230,21;4603,63;
0609033;"Bychawa (3)";3180,70;3784,18;4580,46;4381,51;
0609042;"Garbów (2)";3499,64;4111,35;4658,50;5177,60;
0609052;"Głusk (2)";3566,78;4817,10;7077,66;6726,61;
0609062;"Jabłonna (2)";3411,38;3917,28;5009,81;5292,01;
0609072;"Jastków (2)";3632,81;4328,58;5467,36;5728,39;
0609082;"Konopnica (2)";3334,84;3794,86;4567,41;4736,53;
0609092;"Krzczonów (2)";3352,78;4334,77;4865,21;5240,57;
0609102;"Niedrzwica Duża (2)";3333,69;4024,98;5817,91;5019,00;
0609112;"Niemce (2)";3325,11;3910,62;4871,55;4690,46;
0609122;"Strzyżewice (2)";3379,62;3570,02;5251,79;4583,75;
0609132;"Wojciechów (2)";3509,99;3818,39;4846,33;5414,36;
0609142;"Wólka (2)";3278,50;3783,97;3970,27;5559,73;
0609152;"Wysokie (2)";2881,61;3788,01;5389,24;4276,20;
0609162;"Zakrzew (2)";3730,30;3798,36;4966,90;3620,75;
0610012;"Cyców (2)";4387,82;4545,97;5901,75;6463,86;
0610022;"Ludwin (2)";3978,55;4386,35;4548,67;5101,36;
0610033;"Łęczna (3)";3127,63;3666,52;3665,83;4210,84;
0610042;"Milejów (2)";3382,17;3898,58;5468,55;5794,55;
0610052;"Puchaczów (2)";6886,18;6934,51;7824,54;7931,24;
0610062;"Spiczyn (2)";3539,84;4011,61;4830,90;4817,57;
0611011;"Łuków (1)";3352,26;3718,96;4044,50;4205,44;
0611021;"Stoczek Łukowski (1)";4133,09;4020,62;4091,11;5216,18;
0611032;"Adamów (2)";4018,94;4578,75;5375,69;5954,10;
0611042;"Krzywda (2)";4243,94;4592,81;5007,83;5305,80;
0611052;"Łuków (2)";3738,27;4217,37;4725,22;5604,66;
0611062;"Serokomla (2)";3631,74;4478,69;4528,95;5639,58;
0611072;"Stanin (2)";4556,11;4678,92;5077,52;5158,36;
0611082;"Stoczek Łukowski (2)";3812,16;4484,22;5224,20;5259,44;
0611092;"Trzebieszów (2)";4032,50;4247,68;5097,96;5308,04;
0611102;"Wojcieszków (2)";3778,32;4197,83;4374,65;4719,71;
0611112;"Wola Mysłowska (2)";3706,80;4223,02;4392,81;4522,55;
0612012;"Chodel (2)";3874,51;4479,32;4409,31;5221,82;
0612023;"Józefów nad Wisłą (3)";;;4866,83;4369,16;
0612032;"Karczmiska (2)";3690,83;3977,28;4169,23;4659,56;
0612042;"Łaziska (2)";3593,64;3677,64;3806,86;5343,25;
0612053;"Opole Lubelskie (3)";3473,60;4315,99;4903,64;5242,66;
0612063;"Poniatowa (3)";2992,72;3552,55;3967,03;5092,40;
0612072;"Wilków (2)";3743,03;4179,89;4426,08;4534,85;
0613012;"Dębowa Kłoda (2)";4241,68;4201,31;5579,21;5441,12;
0613022;"Jabłoń (2)";3535,57;3958,21;5510,48;6272,21;
0613032;"Milanów (2)";4032,89;6512,36;5473,20;4898,90;
0613043;"Parczew (3)";3318,23;4012,99;4456,48;4718,73;
0613052;"Podedwórze (2)";3245,35;3660,26;4374,04;3788,86;
0613062;"Siemień (2)";3479,15;3531,86;3614,32;5138,64;
0613072;"Sosnowica (2)";3634,81;4346,08;5055,84;5552,54;
0614011;"Puławy (1)";4372,50;4496,85;5220,06;6511,55;
0614022;"Baranów (2)";3614,33;3908,99;4434,49;4881,88;
0614032;"Janowiec (2)";3948,57;3873,86;4369,63;4966,93;
0614043;"Kazimierz Dolny (3)";5469,87;4995,17;4785,52;4375,39;
0614052;"Końskowola (2)";3470,04;3987,80;5031,08;5257,44;
0614062;"Kurów (2)";3183,70;3661,55;4666,69;4830,64;
0614072;"Markuszów (2)";3635,24;4445,45;5741,16;5207,05;
0614083;"Nałęczów (3)";3837,47;4370,40;5033,05;4853,01;
0614092;"Puławy (2)";3753,86;3919,07;3974,66;4385,90;
0614102;"Wąwolnica (2)";3270,58;3937,25;4347,36;4991,50;
0614112;"Żyrzyn (2)";3377,07;4087,13;5206,42;6259,49;
0615011;"Radzyń Podlaski (1)";3338,61;4042,06;4664,43;4430,09;
0615022;"Borki (2)";3677,71;4441,88;5529,44;5309,66;
0615032;"Czemierniki (2)";3719,44;4817,96;4812,07;4765,44;
0615042;"Kąkolewnica (2)";3878,45;4314,69;4583,82;5326,39;
0615052;"Komarówka Podlaska (2)";3658,58;4677,41;5330,96;5017,46;
0615062;"Radzyń Podlaski (2)";3700,07;4419,59;5020,70;4909,08;
0615072;"Ulan-Majorat (2)";3769,62;4391,71;5810,83;4969,30;
0615082;"Wohyń (2)";3688,64;4038,94;5202,16;4523,91;
0616011;"Dęblin (1)";3249,42;3877,85;4279,11;4925,57;
0616022;"Kłoczew (2)";3738,88;4291,95;5296,33;5212,04;
0616032;"Nowodwór (2)";3843,18;4132,60;5818,77;4968,70;
0616043;"Ryki (3)";3348,37;3716,57;4378,12;4336,50;
0616052;"Stężyca (2)";3538,59;4291,57;4582,29;4668,87;
0616062;"Ułęż (2)";3354,99;4481,10;5082,10;5193,86;
0617011;"Świdnik (1)";3194,77;3433,27;4135,48;5675,54;
0617022;"Mełgiew (2)";3650,08;3833,52;3925,61;4599,19;
0617033;"Piaski (3)";3238,91;3882,77;5450,77;5057,18;
0617042;"Rybczewice (2)";3404,07;3944,15;5176,47;5016,79;
0617052;"Trawniki (2)";3178,27;3387,16;3715,18;3778,22;
0618011;"Tomaszów Lubelski (1)";3528,92;3712,31;4442,18;5613,22;
0618022;"Bełżec (2)";3231,47;3751,87;4280,01;5388,85;
0618032;"Jarczów (2)";3503,69;3991,61;4612,94;4760,35;
0618042;"Krynice (2)";3300,40;4031,31;4559,27;5346,83;
0618053;"Lubycza Królewska (3)";3323,92;4069,07;4554,06;4196,57;
0618063;"Łaszczów (3)";3502,51;3653,19;4299,15;4175,55;
0618072;"Rachanie (2)";3236,39;3545,18;3797,07;4178,11;
0618082;"Susiec (2)";3701,47;4573,32;4910,46;4746,98;
0618092;"Tarnawatka (2)";4033,57;5615,98;5495,07;4632,40;
0618102;"Telatyn (2)";3136,37;3519,64;4385,13;3934,36;
0618112;"Tomaszów Lubelski (2)";3331,17;3847,42;4215,78;4968,90;
0618123;"Tyszowce (3)";3725,33;4300,67;4725,59;4936,84;
0618132;"Ulhówek (2)";3643,76;4236,97;4225,08;3788,64;
0619011;"Włodawa (1)";3242,55;3632,75;4037,41;4684,98;
0619022;"Hanna (2)";3395,58;3962,13;5983,74;6200,05;
0619032;"Hańsk (2)";3756,51;4257,35;5315,09;4599,40;
0619042;"Stary Brus (2)";3977,00;4263,13;4456,01;5229,84;
0619052;"Urszulin (2)";3930,05;4454,45;5504,61;6837,84;
0619062;"Włodawa (2)";3666,65;3777,18;4395,41;4744,04;
0619072;"Wola Uhruska (2)";3723,54;4103,55;4204,54;5338,62;
0619082;"Wyryki (2)";3830,79;4175,38;4554,45;5254,27;
0620012;"Adamów (2)";3608,33;4048,08;5335,75;4951,02;
0620022;"Grabowiec (2)";3315,66;4101,73;4415,75;4342,63;
0620032;"Komarów-Osada (2)";3023,46;3798,74;4164,67;4280,47;
0620043;"Krasnobród (3)";3493,21;3859,67;3977,09;5125,67;
0620052;"Łabunie (2)";3314,44;3848,26;5152,36;3851,23;
0620062;"Miączyn (2)";3272,49;3563,59;3815,62;4670,42;
0620072;"Nielisz (2)";3817,37;4334,73;4190,32;5087,69;
0620082;"Radecznica (2)";3042,94;3442,25;4146,30;4995,40;
0620092;"Sitno (2)";3424,92;3713,60;3969,09;4911,76;
0620102;"Skierbieszów (2)";3289,79;4328,24;3959,46;5418,94;
0620112;"Stary Zamość (2)";3337,20;3977,23;4180,70;5434,39;
0620122;"Sułów (2)";3597,39;3702,32;6041,90;4836,04;
0620133;"Szczebrzeszyn (3)";3033,74;3451,92;3750,78;5099,98;
0620142;"Zamość (2)";3121,20;3682,80;4268,80;4565,40;
0620153;"Zwierzyniec (3)";3458,52;3779,21;3821,19;4366,56;
0661011;"Biała Podlaska (1)";4456,07;4789,26;5498,33;6218,75;
0662011;"Chełm (1)";4708,24;5205,51;5626,62;6067,02;
0663011;"Lublin (1)";5417,94;6202,85;6850,98;7150,94;
0664011;"Zamość (1)";5537,02;5899,27;6675,41;7786,86;
0801011;"Kostrzyn nad Odrą (1)";4100,72;4916,67;5641,71;6048,86;
0801022;"Bogdaniec (2)";3401,09;4226,20;4544,73;4798,06;
0801032;"Deszczno (2)";3766,30;4877,60;4763,23;4874,66;
0801042;"Kłodawa (2)";4012,12;4236,83;5442,45;5826,37;
0801052;"Lubiszyn (2)";3849,74;4456,82;5006,02;5208,34;
0801062;"Santok (2)";3409,11;4547,41;6201,81;5492,42;
0801073;"Witnica (3)";3775,41;4528,50;4542,45;5023,03;
0802011;"Gubin (1)";3355,13;3929,10;4400,69;4677,21;
0802022;"Bobrowice (2)";4961,61;5357,72;5471,18;5706,37;
0802032;"Bytnica (2)";3562,14;3970,84;4231,05;4459,02;
0802042;"Dąbie (2)";3418,37;4017,83;4394,36;4529,69;
0802052;"Gubin (2)";3346,34;3599,48;4291,30;4517,56;
0802063;"Krosno Odrzańskie (3)";3361,56;3793,05;4663,79;5084,63;
0802072;"Maszewo (2)";3716,76;4750,76;4981,97;5097,70;
0803012;"Bledzew (2)";3674,98;4080,55;4875,88;4525,37;
0803023;"Międzyrzecz (3)";3602,33;4113,90;4569,11;4674,13;
0803032;"Przytoczna (2)";4507,99;4765,96;6788,30;5265,14;
0803042;"Pszczew (2)";4379,08;5231,37;6166,33;6666,88;
0803053;"Skwierzyna (3)";4141,90;5092,63;5410,95;5391,96;
0803063;"Trzciel (3)";3661,13;4065,09;4963,78;5508,44;
0804011;"Nowa Sól (1)";3506,39;3938,03;4913,31;4803,33;
0804023;"Bytom Odrzański (3)";3541,12;4335,79;5345,59;5784,19;
0804032;"Kolsko (2)";4027,55;4390,10;5188,34;5653,78;
0804043;"Kożuchów (3)";3419,24;4165,12;3979,76;4473,15;
0804052;"Nowa Sól (2)";3628,73;4776,67;5229,50;4888,34;
0804063;"Nowe Miasteczko (3)";3979,25;4219,38;4751,06;5371,44;
0804073;"Otyń (3)";;;4865,21;4826,79;
0804082;"Siedlisko (2)";3784,13;4293,93;5234,64;5260,73;
0805013;"Cybinka (3)";3894,11;4366,33;4851,85;4912,21;
0805022;"Górzyca (2)";4500,90;4897,10;5477,15;5826,27;
0805033;"Ośno Lubuskie (3)";4471,87;5057,42;6289,67;6845,49;
0805043;"Rzepin (3)";3986,21;4360,40;6242,76;6077,71;
0805053;"Słubice (3)";3671,33;4178,53;4328,56;5203,23;
0806013;"Dobiegniew (3)";3894,69;4455,64;4826,43;5390,92;
0806023;"Drezdenko (3)";4228,18;4966,08;5014,19;5642,09;
0806032;"Stare Kurowo (2)";4437,07;4153,94;5109,71;4760,94;
0806043;"Strzelce Krajeńskie (3)";3749,36;4011,02;4195,21;4922,83;
0806052;"Zwierzyn (2)";4162,88;4449,40;5153,27;5067,34;
0807012;"Krzeszyce (2)";3907,00;4269,03;4827,56;4998,88;
0807023;"Lubniewice (3)";4159,37;4683,15;6871,72;5431,09;
0807032;"Słońsk (2)";3887,40;4405,57;5786,03;6438,72;
0807043;"Sulęcin (3)";3563,29;4489,82;4886,87;5311,28;
0807053;"Torzym (3)";3954,72;4139,07;4207,33;4723,92;
0808012;"Lubrza (2)";3538,89;5929,71;3943,85;4984,67;
0808022;"Łagów (2)";3757,47;3937,63;5067,60;4524,29;
0808032;"Skąpe (2)";3899,97;4518,07;5273,21;5229,02;
0808042;"Szczaniec (2)";3867,51;4557,58;5888,32;5548,78;
0808053;"Świebodzin (3)";3527,34;4106,69;4281,36;4767,36;
0808063;"Zbąszynek (3)";4640,37;5333,45;5259,79;7188,84;
0809013;"Babimost (3)";4405,93;4853,46;5499,77;6388,25;
0809022;"Bojadła (2)";3772,42;4068,44;4234,02;4629,29;
0809033;"Czerwieńsk (3)";3755,73;4760,06;5527,15;5177,85;
0809043;"Kargowa (3)";3911,54;4209,42;4407,97;5270,54;
0809053;"Nowogród Bobrzański (3)";3556,78;4290,25;4035,34;4375,72;
0809063;"Sulechów (3)";3383,33;4016,58;4333,12;4902,66;
0809072;"Świdnica (2)";3779,61;4575,67;5039,50;6626,65;
0809082;"Trzebiechów (2)";3855,07;4491,21;5588,85;6575,14;
0809092;"Zabór (2)";4183,79;4068,75;4842,84;4911,70;
0810011;"Gozdnica (1)";3803,19;4391,08;6872,29;6637,74;
0810021;"Żagań (1)";3413,01;3728,98;4391,96;4412,19;
0810032;"Brzeźnica (2)";3902,85;4220,46;4433,31;4954,22;
0810043;"Iłowa (3)";3889,59;4254,42;5435,59;6057,21;
0810053;"Małomice (3)";3676,37;4284,65;4123,67;4625,89;
0810062;"Niegosławice (2)";3920,80;4861,00;5353,21;5362,53;
0810073;"Szprotawa (3)";4052,11;4357,21;4508,84;4510,60;
0810082;"Wymiarki (2)";3602,33;3574,98;3952,20;6187,42;
0810092;"Żagań (2)";3685,38;4010,41;3916,83;4455,88;
0811011;"Łęknica (1)";4856,78;5499,02;8726,76;7423,97;
0811021;"Żary (1)";3772,95;4413,42;4306,94;5115,50;
0811032;"Brody (2)";3969,30;5172,80;5597,24;4554,69;
0811043;"Jasień (3)";3448,82;3763,14;4043,86;4918,59;
0811052;"Lipinki Łużyckie (2)";3780,55;4112,92;4098,09;4869,27;
0811063;"Lubsko (3)";3854,19;4130,88;4177,23;4170,12;
0811072;"Przewóz (2)";3693,61;3895,24;4392,41;4416,79;
0811082;"Trzebiel (2)";3569,11;3408,94;4025,20;5503,18;
0811092;"Tuplice (2)";3794,15;4471,10;5951,75;5995,96;
0811102;"Żary (2)";3434,97;3840,83;4054,25;4537,92;
0812013;"Sława (3)";4012,66;4725,05;5098,05;5323,31;
0812023;"Szlichtyngowa (3)";3537,30;4053,20;4564,92;4292,51;
0812033;"Wschowa (3)";3315,11;3662,54;4069,03;4207,25;
0861011;"Gorzów Wielkopolski (1)";4824,94;5152,40;6014,08;6875,49;
0862011;"Zielona Góra (1)";4981,43;5882,14;7611,88;7495,62;
1001011;"Bełchatów (1)";3562,05;3947,68;4356,70;4764,85;
1001022;"Bełchatów (2)";4197,39;4467,44;4858,42;5044,10;
1001032;"Drużbice (2)";3607,32;3892,74;4477,88;4872,78;
1001042;"Kleszczów (2)";40418,84;45300,85;50101,21;41482,20;
1001052;"Kluki (2)";3888,84;4087,90;4019,82;4632,66;
1001062;"Rusiec (2)";3777,46;4872,31;5195,67;4565,16;
1001072;"Szczerców (2)";5782,81;7346,27;9341,16;8061,01;
1001083;"Zelów (3)";3561,19;3826,34;4028,10;4639,90;
1002011;"Kutno (1)";3787,67;4127,08;4578,51;5023,53;
1002022;"Bedlno (2)";2792,79;3339,50;4083,11;4068,14;
1002032;"Dąbrowice (2)";4559,03;5722,35;5511,77;5972,79;
1002043;"Krośniewice (3)";4074,60;4519,16;4841,47;4915,11;
1002052;"Krzyżanów (2)";4066,79;4310,53;4278,28;5921,74;
1002062;"Kutno (2)";3363,98;3581,00;4210,84;4563,20;
1002072;"Łanięta (2)";4095,93;3960,02;3952,62;4441,88;
1002082;"Nowe Ostrowy (2)";4227,82;4484,70;5101,59;5031,45;
1002092;"Oporów (2)";3310,49;3712,10;4191,40;4984,89;
1002102;"Strzelce (2)";3286,28;3686,30;3881,93;4901,41;
1002113;"Żychlin (3)";3248,26;3658,41;4045,00;4046,59;
1003012;"Buczek (2)";5010,15;4528,79;4525,59;5245,98;
1003023;"Łask (3)";3124,56;3541,78;3949,79;4561,77;
1003032;"Sędziejowice (2)";3537,90;4474,15;4357,64;4580,63;
1003042;"Widawa (2)";3557,77;4552,22;4884,86;4615,23;
1003052;"Wodzierady (2)";3519,41;4190,70;4709,23;5018,18;
1004011;"Łęczyca (1)";3723,56;4098,64;4571,66;4974,12;
1004022;"Daszyna (2)";4571,32;6878,70;9186,98;9302,89;
1004032;"Góra Świętej Małgorzaty (2)";3203,61;4126,96;4799,10;4683,47;
1004042;"Grabów (2)";3562,72;4255,94;3786,78;4376,25;
1004052;"Łęczyca (2)";3136,62;3584,72;3921,83;4674,41;
1004062;"Piątek (2)";3104,40;3547,55;4625,99;4718,57;
1004072;"Świnice Warckie (2)";3373,77;3762,98;4274,97;4745,15;
1004082;"Witonia (2)";3874,54;4851,26;4151,30;4263,67;
1005011;"Łowicz (1)";3689,33;4182,72;4735,73;5381,80;
1005022;"Bielawy (2)";3564,70;3820,19;4936,64;4607,52;
1005032;"Chąśno (2)";3335,61;4100,59;4418,94;4977,42;
1005042;"Domaniewice (2)";3488,80;3899,26;4196,18;4769,43;
1005052;"Kiernozia (2)";3462,86;3649,56;4696,89;5369,43;
1005062;"Kocierzew Południowy (2)";3067,96;3698,56;3893,05;4516,42;
1005072;"Łowicz (2)";3482,56;4019,68;4041,82;5699,84;
1005082;"Łyszkowice (2)";3329,62;4252,75;4052,70;5226,08;
1005092;"Nieborów (2)";3142,84;3569,85;3993,41;4993,97;
1005102;"Zduny (2)";3729,43;3356,08;3716,90;4307,72;
1006022;"Andrespol (2)";3194,18;3397,06;4559,95;4995,35;
1006032;"Brójce (2)";3645,84;3930,26;4219,28;5544,89;
1006073;"Koluszki (3)";3430,66;4256,37;5251,72;5785,39;
1006082;"Nowosolna (2)";4749,83;5021,36;7595,16;6800,95;
1006103;"Rzgów (3)";4678,72;5760,83;7508,78;9672,79;
1006113;"Tuszyn (3)";3895,49;4405,66;4602,50;5138,72;
1007012;"Białaczów (2)";3728,50;4568,47;4518,50;4836,64;
1007023;"Drzewica (3)";3575,78;3992,68;4928,43;4470,55;
1007032;"Mniszków (2)";3586,71;4036,72;4563,90;4633,11;
1007043;"Opoczno (3)";3459,14;3814,15;4072,56;4393,63;
1007052;"Paradyż (2)";4132,63;5706,86;5114,87;5921,03;
1007062;"Poświętne (2)";3546,65;4196,38;5545,78;5144,99;
1007072;"Sławno (2)";4145,13;5225,36;5506,33;5720,07;
1007082;"Żarnów (2)";3355,65;4332,13;4954,70;4707,28;
1008011;"Konstantynów Łódzki (1)";3381,08;3899,02;4169,24;4601,24;
1008021;"Pabianice (1)";3307,71;3577,20;3724,78;4509,31;
1008032;"Dłutów (2)";3514,77;4639,63;4289,87;5481,57;
1008042;"Dobroń (2)";3324,08;3817,49;6440,18;4898,41;
1008052;"Ksawerów (2)";4197,14;4868,16;5576,20;5889,39;
1008062;"Lutomiersk (2)";3334,47;3695,80;4133,29;4659,78;
1008072;"Pabianice (2)";5098,39;5669,82;5853,93;7133,47;
1009013;"Działoszyn (3)";3839,79;4476,17;4937,03;5208,27;
1009022;"Kiełczygłów (2)";3893,19;4386,43;4070,08;4626,45;
1009032;"Nowa Brzeźnica (2)";3576,15;3819,51;4328,40;4685,50;
1009043;"Pajęczno (3)";3227,85;3459,59;3686,67;4143,47;
1009052;"Rząśnia (2)";9918,19;11768,66;13469,16;11065,91;
1009062;"Siemkowice (2)";3850,76;4802,21;5470,96;5097,52;
1009072;"Strzelce Wielkie (2)";3522,33;3953,58;4136,53;4987,37;
1009082;"Sulmierzyce (2)";6031,05;6872,88;12002,73;11071,57;
1010012;"Aleksandrów (2)";3901,70;4163,07;5686,55;5123,42;
1010022;"Czarnocin (2)";4063,89;5073,29;5217,81;5386,88;
1010032;"Gorzkowice (2)";3645,01;4283,20;4673,88;4489,61;
1010042;"Grabica (2)";4220,47;4852,34;5195,65;6014,96;
1010052;"Łęki Szlacheckie (2)";3895,15;4776,79;4929,43;4434,48;
1010062;"Moszczenica (2)";3616,53;3698,32;4931,34;5296,21;
1010072;"Ręczno (2)";3747,96;4086,49;5261,91;4972,68;
1010082;"Rozprza (2)";3410,10;3975,63;4484,25;4833,94;
1010093;"Sulejów (3)";3276,03;4012,60;4458,86;4699,46;
1010102;"Wola Krzysztoporska (2)";4056,43;4619,08;5854,26;5032,73;
1010113;"Wolbórz (3)";3899,55;4618,60;5949,91;6378,06;
1011012;"Dalików (2)";3836,22;5492,42;6167,81;7970,67;
1011022;"Pęczniew (2)";3736,02;4152,46;5873,55;5728,20;
1011033;"Poddębice (3)";3166,69;3740,26;3815,52;6920,39;
1011043;"Uniejów (3)";5044,17;5220,03;7056,46;13064,35;
1011052;"Wartkowice (2)";3921,21;4924,46;5011,07;5467,42;
1011062;"Zadzim (2)";3397,82;4209,02;4744,64;5285,68;
1012011;"Radomsko (1)";3584,57;4040,57;4126,15;5576,68;
1012022;"Dobryszyce (2)";3547,42;4310,27;4213,98;4931,00;
1012032;"Gidle (2)";3514,85;3755,92;4740,70;4260,57;
1012042;"Gomunice (2)";3606,48;3736,81;4353,86;4977,49;
1012053;"Kamieńsk (3)";4187,76;5508,84;5669,93;6216,05;
1012062;"Kobiele Wielkie (2)";3381,56;4168,55;4801,61;4404,18;
1012072;"Kodrąb (2)";3723,35;4128,51;4369,10;5249,89;
1012082;"Lgota Wielka (2)";3856,36;4606,96;5195,11;5830,73;
1012092;"Ładzice (2)";3376,98;4001,16;4476,19;5925,31;
1012102;"Masłowice (2)";3952,29;4398,74;4640,95;4973,46;
1012113;"Przedbórz (3)";3830,86;4291,41;4656,35;5028,14;
1012122;"Radomsko (2)";3678,96;4155,06;4302,56;4921,88;
1012132;"Wielgomłyny (2)";3634,52;3973,31;4617,75;4732,02;
1012142;"Żytno (2)";3449,61;3963,18;4542,09;4215,98;
1013011;"Rawa Mazowiecka (1)";3856,03;4325,55;4922,28;5542,63;
1013023;"Biała Rawska (3)";3971,33;4588,07;5117,70;5276,57;
1013032;"Cielądz (2)";3865,31;4281,22;4847,20;4620,89;
1013042;"Rawa Mazowiecka (2)";3510,51;3939,40;4712,65;4895,75;
1013052;"Regnów (2)";4287,11;4315,94;4291,40;4764,88;
1013062;"Sadkowice (2)";3873,43;4232,86;4487,89;4779,31;
1014011;"Sieradz (1)";3145,36;3736,31;4221,51;4238,04;
1014023;"Błaszki (3)";3581,64;3810,72;4186,96;4558,09;
1014032;"Brąszewice (2)";4418,53;4863,28;5203,82;5459,52;
1014042;"Brzeźnio (2)";3390,87;3799,87;4764,85;5102,87;
1014052;"Burzenin (2)";3760,44;4928,22;4864,93;4849,85;
1014062;"Goszczanów (2)";3561,80;4308,67;4322,99;4969,90;
1014072;"Klonowa (2)";3714,40;4566,01;4772,19;4950,26;
1014082;"Sieradz (2)";3409,60;3715,74;4309,19;4549,28;
1014093;"Warta (3)";3371,68;4286,44;4652,34;5728,77;
1014102;"Wróblew (2)";3868,45;4793,62;5378,86;4510,45;
1014113;"Złoczew (3)";3987,89;4502,38;4390,47;5087,08;
1015012;"Bolimów (2)";3760,77;4375,06;4653,58;4608,93;
1015022;"Głuchów (2)";3964,95;4824,47;6207,17;4783,11;
1015032;"Godzianów (2)";4278,66;4260,79;4989,11;5103,00;
1015042;"Kowiesy (2)";4299,01;4426,04;5740,12;5746,34;
1015052;"Lipce Reymontowskie (2)";3252,99;3722,90;5597,64;4826,76;
1015062;"Maków (2)";3517,73;3936,30;5617,19;6175,28;
1015072;"Nowy Kawęczyn (2)";3485,55;3803,87;4259,20;4889,81;
1015082;"Skierniewice (2)";3633,52;3715,73;4395,95;5331,35;
1015092;"Słupia (2)";3473,51;4101,55;7254,27;5392,52;
1016011;"Tomaszów Mazowiecki (1)";3700,47;4842,02;4373,35;4947,35;
1016022;"Będków (2)";3463,48;4146,20;4325,67;4313,06;
1016032;"Budziszewice (2)";3819,11;4753,82;7321,18;5028,43;
1016042;"Czerniewice (2)";4112,02;4781,16;4767,43;5932,93;
1016052;"Inowłódz (2)";4572,63;4969,69;5651,38;8141,19;
1016062;"Lubochnia (2)";4416,48;5047,40;6062,66;6733,29;
1016072;"Rokiciny (2)";3479,24;4055,71;3960,93;5189,25;
1016082;"Rzeczyca (2)";4277,42;4696,85;5284,75;6795,97;
1016092;"Tomaszów Mazowiecki (2)";3953,87;5105,16;6335,59;5644,56;
1016102;"Ujazd (2)";4431,04;5146,01;5873,18;5842,08;
1016112;"Żelechlinek (2)";3919,10;4881,85;5932,11;6131,59;
1017012;"Biała (2)";3447,75;3831,20;4150,38;4917,44;
1017022;"Czarnożyły (2)";3496,27;4137,28;4654,72;5282,74;
1017032;"Konopnica (2)";4173,11;4323,54;5078,69;5596,82;
1017042;"Mokrsko (2)";3865,09;4511,82;4386,05;4629,50;
1017052;"Osjaków (2)";4155,73;5145,03;5517,95;6131,24;
1017062;"Ostrówek (2)";3873,66;4404,85;4373,44;4795,92;
1017072;"Pątnów (2)";3404,76;4390,47;4860,91;5277,34;
